is_upright	0.02597
	0.29558	apnewsalert
	0.29491	pelagic
	0.29093	telcommunications
	0.28852	http://www.iaea.org
	0.28696	dabbas
	0.28524	cephalopods
	0.28263	nearshore
	0.28075	dalloul
	0.27857	nagib
	0.27701	ecozones
	0.27624	schistosomes
	0.27529	jellyfish
	0.27457	aquaculture
	0.27366	slug
	0.27248	zelenovic
	0.27152	gastropods
	0.27051	fishbase
	0.26962	udpates
	0.26891	thruout
	0.26863	fpc/
	0.26858	enbs
	0.26826	gussoni
	0.26763	diemu
	0.26675	imtech
	0.26642	acidification
	0.26622	octopus
	0.26560	strandlund
	0.26533	uranga
	0.26412	plunge-dive
	0.26276	goetschel
	0.26257	malima
	0.26252	fakhoury
	0.26211	generalov
	0.26127	chernik
	0.26109	mmorgansfchronicle.com
	0.26085	misreadings
	0.26075	prawn
	0.26030	octopuses
	0.26013	necol.htm
	0.25812	helderman
	0.25759	tamil-speaking
	0.25741	rm23
	0.25721	pigmentary
	0.25656	stefaan
	0.25591	tadanobu
	0.25561	oooooooooooo
has_thick_fur	0.27027
	0.33236	llama
	0.29023	wolf
	0.28483	habituated
	0.28214	herder
	0.28157	mythologize
	0.27618	yoshihiro
	0.27605	alpacas
	0.27444	chivo
	0.27360	xil
	0.27360	jingquan
	0.27357	bancario
	0.27338	lipka
	0.27299	haffkine
	0.27123	ox
	0.26855	vostell
	0.26844	derajat
	0.26808	herders
	0.26802	nakahata
	0.26683	mayele
	0.26500	rol
	0.26304	adizes
	0.26300	goats
	0.26267	basti
	0.26206	nhlbi
	0.26166	heimbach
	0.26085	chakma
	0.25995	nomadic
	0.25976	colegas
	0.25896	lykken
	0.25858	ghazali
	0.25681	chukwueke
	0.25631	dugger
	0.25473	anyankpele
	0.25440	qide
	0.25431	yozo
	0.25362	rawashdeh
	0.25296	luay
	0.25285	fornos
	0.25228	boukreev
	0.25217	charny
	0.25146	longhu
	0.25097	herd
	0.25051	pastoralists
	0.24943	yaks
	0.24911	lodro
	0.24892	montezemolo
	0.24766	quinctius
	0.24749	piensan
	0.24728	gorilla
	0.24686	torak
made_of_wood_and_metal	0.27119
	0.29978	hatchet
	0.28168	eyman@pbpost.com
	0.28086	pro-union
	0.27968	ballinderry
	0.27793	spark-ignition
	0.27074	execution-style
	0.26925	professionalise
	0.26809	faulcon
	0.26667	sicarii
	0.26588	christofer
	0.26356	bloche
	0.26302	roxxi
	0.26267	khamtay
	0.26120	grievous
	0.26090	heffler
	0.26050	canally
	0.26039	pudzianowski
	0.26025	hammer
	0.25990	farsala
	0.25910	forward-firing
	0.25878	axe
	0.25789	gyani
	0.25760	sukhorenko
	0.25656	nige
	0.25556	st-pierre
	0.25539	nessel
	0.25393	behgjet
	0.25383	aymaras
	0.25319	chiwoong
	0.25291	herrlin
	0.25141	bansi
	0.25132	eken
	0.25109	biggins
	0.25108	payden
	0.25064	retreaters
	0.25032	aronwald
	0.25026	blamire
	0.24999	berno
	0.24965	bludgeon
	0.24842	consultores
	0.24766	bostjancic
	0.24765	bizzle
	0.24703	ottis
	0.24702	schum
	0.24695	bauma
	0.24624	zhuravlev
	0.24615	sawed-off
	0.24598	p/o
	0.24573	petery
	0.24561	brodin
has_a_shaft	0.27273
	0.28098	arrow
	0.27996	harpoon
	0.27800	objectives
	0.27770	aligned
	0.26548	aiming
	0.26344	affiliated
	0.25664	signatories
	0.25605	umbrella
	0.25599	kremenyuk
	0.25396	disarmament
	0.25304	spearheaded
	0.25242	lahv
	0.25122	jihch
	0.25063	negotiator
	0.24951	countered
	0.24622	agm-65
	0.24576	owyang
	0.24476	tasked
	0.24408	plo
	0.24273	pin
	0.24179	nyc2012
	0.24172	spear
	0.24058	multex
	0.24002	nail
	0.23825	aim
	0.23809	organisations
	0.23682	factions
	0.23594	anti-
	0.23487	cio
	0.23376	zhongmin
	0.23376	sikth
	0.23311	ilyukhin
	0.23290	poniatowa
	0.23143	adamik
	0.23048	countering
	0.22893	organizations
	0.22892	allied
	0.22859	zionist
	0.22835	targets
	0.22805	activist
	0.22770	gołańcz
	0.22768	target
	0.22744	vinke
	0.22741	spearheading
	0.22609	organisation
	0.22585	aims
	0.22523	wlosowicz
	0.22488	i2hub
	0.22483	cuncolta
	0.22461	buscan
has_white_flesh	0.27451
	0.30688	verbillo
	0.29278	yuly
	0.28986	subshrubs
	0.28671	http://www.mofcom.gov.cn
	0.28621	rajohnson
	0.28617	tfrc
	0.27952	mihails
	0.27733	agordon
	0.27663	mouchy
	0.27542	tokaev
	0.27407	overmedication
	0.27253	radish
	0.26550	musalo
	0.26545	arzumanyan
	0.26460	guarascio
	0.26437	wtoo
	0.26338	rumseld
	0.26293	ndrf
	0.26185	caustically
	0.26147	diebner
	0.26134	chiefdoms
	0.26072	remoulade
	0.26002	briskman
	0.25974	uladzimir
	0.25945	http://judiciary.senate.gov/
	0.25940	surreality
	0.25936	puchalski
	0.25922	alagic
	0.25919	kedryuk
	0.25834	zagoria
	0.25801	vitavas
	0.25776	daikon
	0.25733	aumale
	0.25724	nadezhdin
	0.25692	rén
	0.25642	ex-minister
	0.25540	cartera
	0.25535	glenn.whippdailynews.com
	0.25517	zolt
	0.25453	laruelle
	0.25393	clermont-tonnerre
	0.25196	breteuil
	0.25164	aldranon
	0.25138	khabib
	0.25134	unpeeled
	0.25131	lovozero
	0.25110	jicama
	0.25081	rcck
	0.25080	aubergine
	0.25079	ranulfo
has_sides	0.27500
	0.27506	hierarchy
	0.26473	organizational
	0.25573	vinck
	0.24316	grauwe
	0.24018	harnischfeger
	0.24011	proximo
	0.23938	ladder
	0.23696	institutional
	0.23502	sistema
	0.23433	financiamiento
	0.23421	pyramid
	0.23296	allocation
	0.23017	ranking
	0.23003	servicios
	0.22988	norm
	0.22914	stacked
	0.22895	gehan
	0.22600	nextlevel
	0.22495	daniil
	0.22476	dualstar
	0.22403	ceridian
	0.22308	hackery
	0.22112	wordart
	0.21995	graves
	0.21800	heaped
	0.21671	loge
	0.21560	bedrocks
	0.21504	muyembe
	0.21377	ribero
	0.21351	malmanche
	0.21241	laidlaw
	0.21210	tiers
	0.21201	rillieux
	0.21189	sulak
	0.21183	m.phil.
	0.21080	societal
	0.21014	rossiter
	0.20986	rouvroy
	0.20964	sgts
	0.20949	chimberg
	0.20905	interactional
	0.20796	interamericano
	0.20736	tier
	0.20700	gerente
	0.20595	rubei
	0.20449	coulon
	0.20446	piled
	0.20339	asbjoern
	0.20301	rehz
	0.20298	figueras
has_a_strong_smell	0.27586
	0.30713	plantations
	0.30668	tobacco
	0.27319	alcohol
	0.27213	eucalyptus
	0.26833	beisner
	0.26493	forests
	0.26264	cannabis
	0.25882	fragrance
	0.25646	chemicals
	0.25500	medicinal
	0.25034	agriculture
	0.24836	cigarettes
	0.24670	dispersant
	0.24492	deming
	0.24254	commerce
	0.24089	nicotine
	0.23895	mafa
	0.23855	perfume
	0.23797	commodities
	0.23668	fusel
	0.23440	corexit
	0.23312	trade
	0.23218	lorrain
	0.23131	oils
	0.22938	dipterocarp
	0.22915	plunge-dive
	0.22886	textile
	0.22783	liquor
	0.22683	marijuana
	0.22336	harmful
	0.22187	cosmetics
	0.22129	lodgepole
	0.22123	pankin
	0.22119	pulp
	0.22109	perfumes
	0.22107	plahnsh
	0.22096	oil
	0.22066	forestry
	0.22065	indonesia
	0.22054	s.
	0.22041	shortleaf
	0.22012	thc
	0.21834	clove
	0.21786	businesses
	0.21740	suyitno
	0.21578	pesticides
	0.21455	textiles
	0.21377	pharmaceutical
	0.21371	mukwaya
	0.21315	khunkitti
is_used_to_hold	0.27692
	0.30029	eyman@pbpost.com
	0.28272	topalian
	0.28247	isl101
	0.28085	abdominals
	0.27825	koff
	0.27708	dizon
	0.27611	vennochi@globe.com
	0.27471	kosambi
	0.27397	pinmanee
	0.27161	skibine
	0.27037	thistlethwaite
	0.27004	adv15
	0.26996	jackson@globe.com
	0.26966	assaad
	0.26633	nevarez
	0.26502	clamp
	0.26474	teetzel
	0.26341	santistevan
	0.26166	bonciu
	0.26066	dembowski
	0.25921	al-sayyid
	0.25874	hongcai
	0.25782	stoda@pbpost.com
	0.25761	revver
	0.25743	macmullan@globe.com
	0.25560	ajaz
	0.25402	plurality-at-large
	0.25397	gannon
	0.25362	coreligionists
	0.25318	overplaying
	0.25316	sincock
	0.25263	carpen
	0.25221	adeleke
	0.25213	zhihua
	0.25200	seago
	0.25156	xsd
	0.25078	temiyavej
	0.25057	http://www.usgs.gov
	0.25028	stupp
	0.25024	miklas
	0.25016	intertan
	0.24986	copson
	0.24956	qasr-e
	0.24949	stobbs
	0.24926	http://www.iaea.org
	0.24874	pliers
	0.24863	dshaughnessy@globe.com
	0.24835	onlyendpar
	0.24788	mayardit
	0.24766	www.geocities.com
is_a_home	0.27778
	0.30264	caravan
	0.30160	accommodation
	0.29975	residences
	0.29881	barracks
	0.27346	encampments
	0.27228	castle
	0.26639	caravans
	0.26542	camped
	0.26508	accommodated
	0.26490	garrison
	0.26258	camps
	0.26179	villas
	0.26051	homesh
	0.25967	encampment
	0.25853	apartments
	0.25759	razed
	0.25739	barge
	0.25180	tahsh
	0.24841	ahaus
	0.24824	chronopoulos
	0.24801	palaces
	0.24799	biaro
	0.24631	squalid
	0.24463	bxf5
	0.24461	acteal
	0.24414	outskirts
	0.24379	lakeside
	0.24277	evacuees
	0.24271	bergen-belsen
	0.24198	tent
	0.24187	villages
	0.24160	aminzadeh
	0.24112	abiteye
	0.24099	magdangal
	0.24098	mansion
	0.24088	massih
	0.23949	converged
	0.23946	evacuated
	0.23880	furubira
	0.23820	colglazier
	0.23772	plancher
	0.23666	campsite
	0.23635	fotheringhay
	0.23628	hutch
	0.23623	posibilidades
	0.23554	kurimoto
	0.23386	tented
	0.23379	besieged
	0.23354	ruins
	0.23285	saragih
is_modern	0.27778
	0.32231	microwave
	0.29950	telephone
	0.29689	telecommunications
	0.28832	telecommunication
	0.28313	vhf
	0.28123	clock
	0.28069	telephones
	0.27478	frequencies
	0.27313	communication
	0.27069	cellular
	0.25429	aeronautical
	0.25356	mühlacker
	0.25287	kurihama
	0.25161	meteorological
	0.24919	ticked
	0.24790	frequency
	0.24668	electricity
	0.24545	signal
	0.24258	by-passing
	0.24240	montgreenan
	0.24104	kururi
	0.24091	signals
	0.24089	launois
	0.24029	wodrow
	0.23875	ophthalmologic
	0.23817	collines
	0.23812	resetting
	0.23729	monitored
	0.23712	astrascope
	0.23385	kts
	0.23314	roentgens
	0.23311	aeroplane
	0.23304	dehumanizing
	0.23286	easingwold
	0.23134	jostrowdenverpost.com
	0.23082	conditioners
	0.23065	unanswered
	0.22996	esterases
	0.22992	an/arc
	0.22985	offices
	0.22905	bxf5
	0.22831	dbkom
	0.22747	nizams
	0.22568	lafraniere
	0.22568	answering
	0.22541	plus-13
	0.22463	ed.d
	0.22458	papatoetoe
	0.22455	ambacang
	0.22448	recuperative
does_measure	0.27907
	0.28942	ruler
	0.27078	quarterfinal
	0.26839	corinthians
	0.26647	semifinal
	0.26042	semifinals
	0.25379	kipkoech
	0.25191	valerios
	0.25073	populous
	0.25015	champions
	0.24963	quarterfinals
	0.24769	gavaskar
	0.24353	libertadores
	0.24217	eibar
	0.24206	u20
	0.24130	reigning
	0.24043	successive
	0.23981	sudirman
	0.23895	favat
	0.23862	cup
	0.23842	stéfano
	0.23839	qualifiers
	0.23779	palmeiras
	0.23749	ilebo
	0.23748	nasir-ud-din
	0.23730	enmity
	0.23704	semifinalist
	0.23691	equalling
	0.23623	nigeria
	0.23592	bribri
	0.23580	titlist
	0.23439	okker
	0.23422	finals
	0.23384	bb94
	0.23351	semi-finals
	0.23347	thermometer
	0.23323	syringe
	0.23270	samels
	0.23142	scoreline
	0.23129	fluminense
	0.22942	televisão
	0.22918	manzikert
	0.22898	broadcasted
	0.22895	willo
	0.22858	cerebrospinal
	0.22819	mansfeld-südharz
	0.22785	gengshi
	0.22694	kitzbühel
	0.22650	qualifier
	0.22609	assured
	0.22602	romanenko
has_horns	0.27907
	0.36615	herd
	0.36571	cows
	0.36120	herds
	0.34996	buffalo
	0.32598	cattle
	0.31464	goats
	0.31353	sheep
	0.31183	bison
	0.31009	holstein
	0.30939	babajani
	0.30836	bse
	0.29898	cow
	0.29733	slaughtered
	0.29649	yaks
	0.29333	jakob
	0.29084	bovine
	0.29019	encephalopathy
	0.28844	spongiform
	0.28524	slaughter
	0.28490	trefilov
	0.28473	mahvelat
	0.28203	higby
	0.28138	elk
	0.28080	salas-e
	0.27897	keedysville
	0.27857	moose
	0.27697	magome
	0.27473	lykken
	0.27440	delfan
	0.27215	jochen
	0.27038	kiplimo
	0.26883	jajrom
	0.26772	erzberger
	0.26736	mincer
	0.26559	livestock
	0.26539	gowanda
	0.26538	pavol
	0.26525	calves
	0.26473	charuymaq
	0.26375	zilayi
	0.26342	habituated
	0.26308	congming
	0.26214	ijrud
	0.26072	luhe
	0.25831	lambs
	0.25724	wben
	0.25690	saghder
	0.25643	herders
	0.25541	coyotes
	0.25485	sarhadi-ye
has_fibre	0.28000
	0.30329	amelio
	0.29028	tamminen
	0.27043	favat
	0.27030	cultigens
	0.26741	kilar
	0.26533	takuji
	0.26521	gitt
	0.26296	crostata
	0.26242	samalin
	0.26140	unreferenced
	0.25881	borucki
	0.25730	http://www.cpuc.ca.gov
	0.25702	glenn.whippdailynews.com
	0.25673	falopa
	0.25599	velimir
	0.25446	mocny
	0.25405	baumhauer
	0.25366	interim
	0.25357	kastav
	0.25182	purged
	0.25153	sowme'eh
	0.25144	minear
	0.25095	narayen
	0.25057	necol.htm
	0.24992	sobanska
	0.24934	plinio
	0.24874	spindler
	0.24795	mccrie
	0.24787	suvit
	0.24717	baybanks
	0.24701	malgorzata
	0.24613	scorupco
	0.24507	prune
	0.24351	ferroni
	0.24309	birgeneau
	0.24240	uninitialized
	0.24228	poertner
	0.24202	bhadrapur
	0.24189	vacancies
	0.24160	appointees
	0.24109	echarte
	0.24104	alcides
	0.24086	siguenza
	0.24077	davari
	0.24057	nijrab
	0.24008	agresearch
	0.23998	storni
	0.23976	keisaku
	0.23852	komansky
	0.23750	kenon
is_striped	0.28283
	0.30878	tehmina
	0.30652	klcs
	0.29600	hippolito
	0.29263	boganda
	0.29035	galik
	0.29013	godart
	0.28708	invertido
	0.28533	milpas
	0.28193	wtoc
	0.28044	althusser
	0.27981	vazgen
	0.27977	antigun
	0.27959	prestamos
	0.27926	keteyian
	0.27874	yanna
	0.27796	belinfante
	0.27746	masculinized
	0.27677	dooren
	0.27620	bummers
	0.27548	prokopowicz
	0.27481	nuriel
	0.27418	jinren
	0.27308	etapa
	0.27155	regularities
	0.27135	terisa
	0.27062	muntinlupa
	0.27043	sures
	0.27043	dcma
	0.27017	sterger
	0.26976	karissa
	0.26877	rijker
	0.26869	tradicion
	0.26854	tidland
	0.26823	kebo
	0.26701	http://www.nrdc.org
	0.26673	brigids
	0.26526	gelada
	0.26524	llenos
	0.26494	off-duty
	0.26486	aming
	0.26444	grebenkina
	0.26434	campello
	0.26431	jagannathan
	0.26396	fadzir
	0.26392	f-14d
	0.26390	schanke
	0.26334	adis
	0.26323	schneemann
	0.26285	vandre
	0.26249	ellenberg
does_eat_worms	0.28571
	0.37708	starling
	0.29649	robin
	0.29104	nkole
	0.27125	sparrow
	0.26796	mingas
	0.26725	perronet
	0.26479	neuropsychiatrist
	0.26413	falconi
	0.26364	redenbaugh
	0.26090	mutsekwa
	0.25686	undersecretary
	0.25680	prihn
	0.25657	eyman@pbpost.com
	0.25639	obwocha
	0.25299	kj/mol
	0.25247	jacksonglobe.com
	0.25234	christopher
	0.25002	rumseld
	0.24937	despard
	0.24815	lambarene
	0.24745	waddington
	0.24706	geitner
	0.24671	tibicen
	0.24513	broinowski
	0.24464	secretary
	0.24400	barany
	0.24383	tessa
	0.24362	vdot
	0.24330	lindqvist
	0.24107	maj.
	0.24098	lt.
	0.23989	clarice
	0.23959	zikuski
	0.23932	markopoulo
	0.23885	olakpe
	0.23883	zonana
	0.23807	col.
	0.23649	ryall
	0.23637	apari
	0.23620	shorto
	0.23577	ibbs
	0.23571	counterterrorism
	0.23566	jalil
	0.23557	mailliez
	0.23495	concil
	0.23458	isaza
	0.23456	hedgehog
	0.23438	sharp-shinned
	0.23400	goetschel
	0.23312	munawar
does_fasten	0.28571
	0.29088	buttoned
	0.28884	bra
	0.28154	button
	0.27448	fernandez
	0.27041	irala
	0.26849	agboville
	0.25958	dorodjatun
	0.25621	pican
	0.25264	pin
	0.25154	fradique
	0.24594	wear
	0.24459	alonso
	0.24216	massa
	0.24157	slacks
	0.24118	principe
	0.24008	chayng
	0.23738	cape
	0.23687	forró
	0.23613	vice
	0.23566	jenson
	0.23524	buckle
	0.23346	rauff
	0.23268	slavin
	0.23194	ber
	0.23149	lapel
	0.23084	bartolomeu
	0.23007	nee
	0.22977	rev.
	0.22869	hihnz
	0.22830	tome
	0.22816	petillius
	0.22769	adm.
	0.22714	njongonkulu
	0.22656	elect
	0.22631	fuenmayor
	0.22624	tormentine
	0.22554	schuchardt
	0.22540	aronstein
	0.22515	nyev
	0.22501	prahnk
	0.22496	unbutton
	0.22442	bolinao
	0.22405	conservative
	0.22403	ikedia
	0.22372	kostenko
	0.22303	jean
	0.22262	chaplains
	0.22235	guangtao
	0.22170	calmon
	0.22153	meijide
has_a_big_beak	0.28571
	0.31494	flamingo
	0.28974	platypus
	0.28917	mcleay
	0.28297	parin
	0.27734	massac
	0.27693	shidler
	0.27678	pelican
	0.27637	grimassi
	0.27520	insanov
	0.27520	woodpecker
	0.27470	spach
	0.27369	borut
	0.27292	whiteford
	0.27160	coggins
	0.27117	charton
	0.27096	raven
	0.26895	litman
	0.26794	pptys
	0.26585	blackthorne
	0.26559	fid
	0.26541	dossa
	0.26495	vawter
	0.26365	kazys
	0.26357	gogitidze
	0.26294	shadrake
	0.26189	sasse
	0.26171	liburd
	0.26142	diemu
	0.26128	frodriguez
	0.26091	rachubka
	0.26084	concurrencies
	0.25918	mariuccia
	0.25877	tyska
	0.25864	pianalto
	0.25811	rockview
	0.25808	gazzard
	0.25786	racz
	0.25779	enahoro
	0.25760	chichén
	0.25740	koray
	0.25736	ellyn
	0.25721	i-73
	0.25682	kolton
	0.25650	jacksonglobe.com
	0.25564	semnani
	0.25465	tiyapairat
	0.25432	salvetti
	0.25384	walburg
	0.25379	d'auteuil
	0.25359	frahd
has_toes	0.28571
	0.27545	foot
	0.27206	strekalov
	0.26778	footwear
	0.25990	digitigrade
	0.25985	ankle
	0.25754	patrik
	0.25145	shoes
	0.25007	sidelined
	0.24901	knee
	0.24664	magli
	0.24623	puhl
	0.24025	aliments
	0.23945	confident
	0.23886	boots
	0.23686	leg
	0.23565	nkole
	0.23498	sock
	0.23410	aguinaga
	0.23142	conceded
	0.22960	adio
	0.22871	vallarino
	0.22737	coope
	0.22733	adalberto
	0.22506	apparel
	0.22366	withdrew
	0.22245	quillan
	0.22081	soles
	0.22024	soutar
	0.22018	eduardo
	0.21971	dupont@globe.com;
	0.21936	baumhauer
	0.21836	hamstring
	0.21822	ofws
	0.21684	metatarsals
	0.21669	metatarsus
	0.21609	athletic
	0.21543	assured
	0.21507	overcoming
	0.21253	sanchez
	0.21245	cavagnaro
	0.21121	krutch
	0.21113	stressed
	0.21112	decisive
	0.21073	ferrario
	0.21031	afganistan
	0.21010	heel
	0.20937	injury
	0.20902	retaped
	0.20852	extensor
	0.20840	overcome
is_casual	0.28571
	0.32434	attire
	0.29681	jeans
	0.29369	apparel
	0.26418	norms
	0.25948	sandals
	0.25718	skimpy
	0.25203	dress
	0.25017	salary
	0.24899	headscarves
	0.24724	midlevel
	0.24595	slippers
	0.24427	cap
	0.23714	austere
	0.23628	folklorico
	0.23456	socially
	0.23318	khakis
	0.23312	constraints
	0.23229	seminarians
	0.23203	jarius
	0.23139	mellett
	0.23136	guetersloh
	0.23014	tavakoli
	0.22981	canedo
	0.22865	klein
	0.22863	predicted
	0.22829	strictures
	0.22719	maestrazgo
	0.22712	consultores
	0.22650	badgley
	0.22624	salaries
	0.22501	zhidong
	0.22390	specificially
	0.22381	chuj
	0.22307	kayne
	0.22284	payan
	0.22245	tuxedoes
	0.22227	armani
	0.22203	conservatively
	0.22089	sneakers
	0.22088	storni
	0.22072	relaxed
	0.22050	mischka
	0.22025	consuegra
	0.21978	leberecht
	0.21953	emphasized
	0.21945	a.h.m.
	0.21917	rakić
	0.21906	dpm
	0.21904	spach
	0.21897	guangtao
is_found_in_flocks	0.28571
	0.31102	starling
	0.28015	flamingo
	0.27306	geese
	0.27296	barloon
	0.26489	prayitno
	0.26413	wroxton
	0.26249	faillace
	0.26113	pelican
	0.25546	sparrow
	0.25369	epworth
	0.25344	flock
	0.25094	hospitalizing
	0.25084	flocks
	0.25081	atheneum
	0.24885	bar-headed
	0.24824	yarralumla
	0.24801	kingsboro
	0.24761	drye
	0.24729	speakes
	0.24611	undersecretary
	0.24469	zonana
	0.24401	shimba
	0.24362	wete
	0.24307	destitutes
	0.24216	wintering
	0.24088	bagram
	0.23991	afb
	0.23836	kulina
	0.23761	kurimoto
	0.23735	greylag
	0.23646	lellis
	0.23625	sobakam
	0.23529	conroy
	0.23457	clarice
	0.23263	donges
	0.23232	schnuck
	0.23213	olakpe
	0.23030	pittman
	0.23016	abattoirs
	0.22984	coggins
	0.22960	goose
	0.22950	dickenson
	0.22873	addison
	0.22856	nweke
	0.22797	correctional
	0.22769	lackland
	0.22763	chopko
	0.22756	vastly
	0.22723	amberley
	0.22718	harcourt
is_nocturnal	0.28571
	0.26393	fox
	0.25319	lamented
	0.25171	sarfaraz
	0.24964	jacksonglobe.com
	0.24946	prosocial
	0.24734	leiothrichidae
	0.23946	strigidae
	0.23909	geometridae
	0.23800	rhein-lahn
	0.23799	vanderhoef
	0.23738	developmental
	0.23700	thraupidae
	0.23667	menefee
	0.23597	giddens
	0.23541	chattanooga-ringgold
	0.23538	icteridae
	0.23379	luhukay
	0.23339	conceded
	0.23326	wakim
	0.23282	kacher
	0.23118	tolani
	0.23027	hepialidae
	0.22870	chartock
	0.22840	peiris
	0.22789	psychologist
	0.22746	habitat
	0.22617	tanager
	0.22587	jagmohan
	0.22555	moth
	0.22489	sonqor
	0.22478	lamjung
	0.22475	hexosyltransferases
	0.22472	nightingale
	0.22448	endemic
	0.22442	glutamatergic
	0.22326	malësi
	0.22215	schrag
	0.22102	stibel
	0.22083	harpercollins
	0.22039	babolsar
	0.21997	rahim
	0.21995	castaneda
	0.21909	jeffrey
	0.21895	wennemer
	0.21832	montane
	0.21781	anuran
	0.21757	zuel
	0.21671	creado
	0.21632	marchmain
	0.21585	pamphili
is_used_in_pies	0.28571
	0.29020	krasocin
	0.28925	gołańcz
	0.28366	diversidad
	0.27995	kluczewsko
	0.27135	flipboard
	0.26752	rjohnson
	0.26218	cherry
	0.26009	fluckiger
	0.25938	babajani
	0.25843	kalifungwa
	0.25809	nannetti
	0.25715	glenn.whippdailynews.com
	0.25650	mohmed
	0.25570	rhubarb
	0.25525	apple
	0.25345	wierzbinek
	0.25214	sowme'eh
	0.25032	blueberry
	0.24770	zavvi
	0.24766	miyauchi
	0.24735	wilczyn
	0.24730	samalin
	0.24709	zanjanrud
	0.24708	mahvelat
	0.24694	gahvareh
	0.24647	skvortsova
	0.24401	borovic
	0.24270	minnifield
	0.24248	skulsk
	0.24241	pasat
	0.24220	judiciary
	0.24112	firuzkuh
	0.24107	iphoto
	0.24097	peppiatt
	0.24075	pichette
	0.24023	famenin
	0.23974	salas-e
	0.23968	kearton
	0.23944	idvd
	0.23909	lemelle
	0.23902	zilayi
	0.23876	bangzhu
	0.23850	tuyserkan
	0.23840	shinwatra
	0.23794	mocny
	0.23613	futurekids
	0.23563	forstall
	0.23527	erdas
	0.23490	scardaville
	0.23480	mesangial
has_oil	0.28916
	0.39724	oils
	0.32259	oil
	0.30527	canola
	0.30429	lubricants
	0.29735	safflower
	0.29696	hydrogenated
	0.29296	biodiesel
	0.28294	lubricating
	0.27102	olive
	0.26837	soy
	0.26812	fusel
	0.26742	priuses
	0.26357	gasoline
	0.26164	jojoba
	0.26074	nigeria
	0.25871	kerosene
	0.25729	fuel
	0.25556	meghji
	0.25546	peanut
	0.25436	petrol
	0.25272	abqaiq
	0.25173	methanol
	0.25141	tax-paying
	0.25099	foodstuffs
	0.24855	polyunsaturated
	0.24742	pambansa
	0.24150	soya
	0.24130	refineries
	0.23805	iboe
	0.23624	slavneft
	0.23339	petroleum
	0.23208	cosmetics
	0.23144	suyitno
	0.23063	margarine
	0.23054	cofco
	0.22966	nigerians
	0.22885	paqueta
	0.22840	hectares
	0.22820	saturated
	0.22752	margarines
	0.22732	hydrocarbons
	0.22642	perfumes
	0.22548	cottonseed
	0.22539	cashew
	0.22538	flavoring
	0.22484	cacao
	0.22446	monounsaturated
	0.22407	coconut
	0.22405	systembolaget
	0.22314	rapeseed
made_of_canvas	0.29032
	0.29238	mellett
	0.27568	konstanty
	0.27438	mantienen
	0.26758	dubray
	0.26630	owyang
	0.26582	baggage
	0.26331	fabel
	0.26248	bags
	0.25846	petronelli
	0.25783	dongarra
	0.25580	deckchair
	0.25378	pptys
	0.25013	jahch
	0.24954	chirayu
	0.24932	rossiter
	0.24853	desipio
	0.24836	interim
	0.24730	kasturirangan
	0.24663	hadikusumo
	0.24551	crute
	0.24426	patout
	0.24378	haron
	0.24344	satchel
	0.24087	belt
	0.24073	huntleigh
	0.24054	air-defense
	0.24018	belts
	0.24006	khadar
	0.23932	muglia
	0.23908	dagfinn
	0.23891	delane
	0.23726	syah
	0.23687	rabbeinu
	0.23684	taulli
	0.23577	kurnia
	0.23576	guiren
	0.23514	fernstrom
	0.23474	ouémé
	0.23445	rielly
	0.23413	perihan
	0.23370	anino
	0.23329	maynila
	0.23324	stroot
	0.23300	diamandis
	0.23246	demaret
	0.23181	isso
	0.23179	fasold
	0.23135	disabilities
	0.23080	belevan
	0.23054	airsickness
has_a_hood	0.29091
	0.31036	mesurado
	0.30651	bolinao
	0.29598	brizuela
	0.28791	double-breasted
	0.28308	veraguas
	0.28164	claver
	0.28113	yarrington
	0.28046	dionisi
	0.28006	aquilina
	0.27965	repentigny
	0.27838	j&p
	0.27734	bauan
	0.27671	brizola
	0.27641	vaan
	0.27522	taitō
	0.27378	pertuis
	0.27365	agboville
	0.27357	rasinski
	0.27318	frock
	0.27305	goldkette
	0.27268	bojador
	0.27261	padula
	0.27138	honorio
	0.27074	heyden
	0.26953	sismondi
	0.26889	graaff-reinet
	0.26509	hanamaki
	0.26470	njongonkulu
	0.26436	overcoat
	0.26393	cascais
	0.26261	titán
	0.26217	passero
	0.26214	dunstan
	0.26212	sitiveni
	0.26072	forez
	0.26027	coats
	0.25998	pisuerga
	0.25826	dunoyer
	0.25821	tormentine
	0.25810	dogmatically
	0.25795	dasmarinas
	0.25736	fengqi
	0.25598	bahmai
	0.25540	winelands
	0.25482	romeoville
	0.25450	gilan-e
	0.25435	annemiek
	0.25398	ngoi
	0.25392	jahoda
	0.25366	neumayer
does_scavenge	0.29167
	0.31748	menefee
	0.29546	buzzard
	0.28576	magpie
	0.28035	bergan
	0.27682	neuropsychiatrist
	0.27474	chaffinch
	0.27382	lerner
	0.27331	firmino
	0.27316	sportsouth
	0.27243	classen
	0.27236	mimura
	0.26778	manhart
	0.26741	thick-billed
	0.26031	folz
	0.25908	jacobe
	0.25862	scicolone
	0.25784	benfer
	0.25733	symone
	0.25556	reher
	0.25498	nteu
	0.25489	sns
	0.25475	brenneman
	0.25446	photobucket
	0.25401	kttv
	0.25350	vinciquerra
	0.25210	dawah
	0.25202	mevlana
	0.25165	zema
	0.25033	kcpq
	0.25011	spivak
	0.24991	nkole
	0.24978	kingham
	0.24973	sgpc
