Concept	correlation	log(BNC_freq)	num_feats_tax	familiarity	tot_num_feats	polysemy	a_bird	a_fish	a_fruit	a_musical_instrument	a_tool	a_vegetable	an_animal
microwave	0.364386948206	6.5610306659	16	7.95	132	3	0	0	0	0	0	0	0
sandals	0.365702121256	5.77765232322	17	7.45	160	1	0	0	0	0	0	0	0
clam	0.367529367934	4.88280192259	8	4.20	102	4	0	0	0	0	0	0	1
strainer	0.371152350489	3.68887945411	13	6.70	115	1	0	0	0	0	0	0	0
car	0.37160107304	10.473732366	16	8.60	176	5	0	0	0	0	0	0	0
yacht	0.371603412664	7.26262860097	14	3.85	144	2	0	0	0	0	0	0	0
porcupine	0.372292161035	4.27666611902	10	3.20	105	1	0	0	0	0	0	0	1
tuna	0.373882580694	5.87773578178	14	5.65	136	4	0	1	0	0	0	0	0
cherry	0.373909058691	6.99942246751	12	6.90	184	5	0	0	1	0	0	0	0
screwdriver	0.374023915609	5.6058020663	20	6.35	203	2	0	0	0	0	1	0	0
truck	0.374843458967	7.53208814354	13	7.65	146	3	0	0	0	0	0	0	0
elevator	0.375359089769	5.63121178182	14	8.10	148	2	0	0	0	0	0	0	0
zebra	0.375981934196	5.62040086572	16	2.60	207	1	0	0	0	0	0	0	1
couch	0.378276151874	6.35262939632	20	8.05	196	4	0	0	0	0	0	0	0
dog	0.379952422328	9.43635978404	18	8.15	176	8	0	0	0	0	0	0	1
cellar	0.381280294804	6.85118492749	10	4.70	129	3	0	0	0	0	0	0	0
bear	0.38203302521	8.87598589133	19	4.55	195	15	0	0	0	0	0	0	1
stove	0.382861536356	6.66185474055	13	8.35	162	4	0	0	0	0	0	0	0
calf	0.382927356377	6.987490247	14	4.35	147	4	0	0	0	0	0	0	1
piano	0.383971302048	7.65539064483	13	5.95	155	4	0	0	0	1	0	0	0
missile	0.384597537507	7.55066124311	17	2.60	133	2	0	0	0	0	0	0	0
spatula	0.3857231912	3.82864139649	12	7.00	131	2	0	0	0	0	0	0	0
faucet	0.385939632185	2.3978952728	18	8.10	193	1	0	0	0	0	0	0	0
trolley	0.386614113877	6.59304453414	8	3.70	59	1	0	0	0	0	0	0	0
biscuit	0.387076986141	7.39203156751	11	7.40	87	2	0	0	0	0	0	0	0
drum	0.388225513819	7.40853056689	13	5.20	123	9	0	0	0	1	0	0	0
skateboard	0.389665380429	4.38202663467	10	4.85	115	2	0	0	0	0	0	0	0
olive	0.389983794083	7.06817200039	17	5.70	180	6	0	0	0	0	0	1	0
nightgown	0.390809260467	4.47733681448	11	6.20	109	1	0	0	0	0	0	0	0
hamster	0.390861652798	5.06890420222	14	6.10	167	1	0	0	0	0	0	0	1
carrot	0.392008984741	6.77078942391	18	7.60	203	4	0	0	0	0	0	1	0
pliers	0.392181508581	4.27666611902	12	4.90	109	2	0	0	0	0	1	0	0
cat	0.393740899066	8.61974977974	20	7.65	191	10	0	0	0	0	0	0	1
salmon	0.394602356492	7.26892012819	10	4.75	127	5	0	0	0	0	0	0	1
prune	0.395318088281	5.32300997914	18	5.15	154	3	0	0	1	0	0	0	0
trout	0.39620493215	6.58617165485	14	5.05	184	2	0	0	0	0	0	0	1
sofa	0.397111460565	7.06304816339	18	8.40	181	1	0	0	0	0	0	0	0
bike	0.397837690604	7.72621265051	20	7.70	198	3	0	0	0	0	0	0	0
harpsichord	0.398052627249	5.04342511692	6	2.40	70	1	0	0	0	1	0	0	0
fawn	0.399117533938	4.97673374242	26	3.80	216	5	0	0	0	0	0	0	1
cart	0.399714764252	7.1483457439	11	5.70	136	4	0	0	0	0	0	0	0
gopher	0.400573900866	2.56494935746	8	2.60	96	5	0	0	0	0	0	0	1
bookcase	0.401487949719	5.45103845357	12	8.15	136	1	0	0	0	0	0	0	0
radish	0.401494321303	5.36129216571	16	4.95	182	5	0	0	0	0	0	1	0
shotgun	0.402673928891	6.18826412308	10	3.00	105	1	0	0	0	0	0	0	0
bagpipe	0.403251551033	4.80402104473	9	3.20	122	1	0	0	0	1	0	0	0
rat	0.405983328691	7.81075811653	22	3.65	217	11	0	0	0	0	0	0	1
fridge	0.406844794837	6.9584483933	19	8.80	224	1	0	0	0	0	0	0	0
wasp	0.411404754342	6.42486902391	16	5.20	161	2	0	0	0	0	0	0	0
shoes	0.415162440955	8.48094405874	19	8.90	169	6	0	0	0	0	0	0	0
gown	0.417937954993	6.93828448402	12	6.15	103	6	0	0	0	0	0	0	0
motorcycle	0.418926510061	5.90536184805	16	4.90	170	2	0	0	0	0	0	0	0
panther	0.420123953431	5.21493575761	13	2.60	135	3	0	0	0	0	0	0	1
leotards	0.420431218197	4.4188406078	12	6.05	103	2	0	0	0	0	0	0	0
cheetah	0.420515957065	5.02388052085	13	3.40	152	1	0	0	0	0	0	0	1
elk	0.423298757027	3.68887945411	16	2.65	131	3	0	0	0	0	0	0	1
clamp	0.423416805976	5.93489419562	10	4.10	100	3	0	0	0	0	1	0	0
squid	0.424394660555	5.15905529921	11	3.45	99	2	0	1	0	0	0	0	0
grasshopper	0.424523040709	4.64439089914	13	4.95	159	2	0	0	0	0	0	0	0
tractor	0.426370646737	6.59304453414	13	6.00	146	2	0	0	0	0	0	0	0
tie	0.427879123463	8.41316512099	14	6.90	158	18	0	0	0	0	0	0	0
robe	0.428876688724	6.63068338564	16	7.40	131	4	0	0	0	0	0	0	0
mittens	0.428880233405	3.49650756147	15	6.45	162	1	0	0	0	0	0	0	0
raisin	0.429368001531	5.1532915945	14	6.55	172	1	0	0	1	0	0	0	0
lobster	0.433158625353	5.81114099298	17	5.85	169	2	0	0	0	0	0	0	1
bus	0.434762243827	8.84390365084	17	8.35	179	7	0	0	0	0	0	0	0
iguana	0.435783419354	3.78418963392	17	3.15	174	1	0	0	0	0	0	0	1
rabbit	0.437539054257	7.81843027207	14	6.05	116	4	0	0	0	0	0	0	1
pajamas	0.438722836079	1.09861228867	11	8.50	126	2	0	0	0	0	0	0	0
plum	0.441128427811	6.05208916892	15	6.20	198	5	0	0	1	0	0	0	0
harp	0.441753405815	5.73657229748	8	3.05	103	5	0	0	0	1	0	0	0
dishwasher	0.442497780285	5.53733426702	13	7.30	147	2	0	0	0	0	0	0	0
shrimp	0.443045667702	6.01371515604	13	5.80	120	4	0	0	0	0	0	0	0
horse	0.443381187314	9.4462026957	19	6.30	201	6	0	0	0	0	0	0	1
nectarine	0.443702257899	3.58351893846	17	6.20	182	2	0	0	1	0	0	0	0
lamb	0.444163864727	7.71333788887	16	4.50	144	6	0	0	0	0	0	0	1
rifle	0.445018482736	6.97354301952	18	3.70	191	3	0	0	0	0	0	0	0
turtle	0.44535114132	6.10255859461	18	5.70	186	4	0	0	0	0	0	0	1
crocodile	0.445919950536	5.96357934362	17	2.65	160	1	0	0	0	0	0	0	1
goat	0.446734200867	7.09090982208	20	4.05	216	4	0	0	0	0	0	0	1
octopus	0.447734199547	5.20948615284	13	2.10	104	2	0	0	0	0	0	0	1
corn	0.448662865804	7.10987946307	13	7.85	137	9	0	0	0	0	0	1	0
seaweed	0.450450325913	5.45532111536	10	4.30	116	1	0	0	0	0	0	0	0
cougar	0.453644526059	2.63905732962	23	2.20	183	1	0	0	0	0	0	0	1
walrus	0.457779059167	4.1743872699	14	2.15	121	1	0	0	0	0	0	0	1
banana	0.458110458009	6.89871453433	15	8.10	164	2	0	0	1	0	0	0	0
wrench	0.458276534837	5.36129216571	14	4.70	148	7	0	0	0	0	1	0	0
jeans	0.460020808146	7.15695636462	14	8.65	118	2	0	0	0	0	0	0	0
cheese	0.460285924139	8.00101996132	19	8.25	159	4	0	0	0	0	0	0	0
camel	0.460290907871	6.39526159812	15	2.40	155	1	0	0	0	0	0	0	1
otter	0.461171182149	5.85220247977	9	2.70	113	2	0	0	0	0	0	0	1
cabinet	0.461618861967	8.83956650366	10	8.35	114	4	0	0	0	0	0	0	0
alligator	0.461817292225	4.73619844839	16	3.75	168	3	0	0	0	0	0	0	1
shelves	0.461915749105	7.86978390253	11	7.90	127	4	0	0	0	0	0	0	0
tuba	0.463441056024	4.1743872699	13	3.30	137	1	0	0	0	1	0	0	0
tortoise	0.464421537969	5.65248918027	14	2.40	152	1	0	0	0	0	0	0	1
tangerine	0.468454641811	4.35670882669	16	7.10	187	4	0	0	1	0	0	0	0
tiger	0.469066868548	7.1884127365	24	3.80	232	2	0	0	0	0	0	0	1
socks	0.470668531971	7.11558212618	15	8.90	153	3	0	0	0	0	0	0	0
dress	0.470798492472	8.68389336731	13	7.85	123	21	0	0	0	0	0	0	0
chipmunk	0.474820128597	3.25809653802	14	6.00	128	1	0	0	0	0	0	0	1
sheep	0.475033223857	8.02092771898	21	4.25	224	3	0	0	0	0	0	0	1
yam	0.47579045768	3.93182563272	7	3.30	81	4	0	0	0	0	0	1	0
lemon	0.475951846608	7.20860033796	17	7.15	191	5	0	0	1	0	0	0	0
turnip	0.477169048512	5.15905529921	9	4.75	99	2	0	0	0	0	0	1	0
cupboard	0.477175694088	7.57198844938	10	8.00	151	1	0	0	0	0	0	0	0
garlic	0.478388840531	6.68710860787	21	7.85	205	2	0	0	0	0	0	0	0
coyote	0.479174082591	3.95124371858	17	2.85	172	3	0	0	0	0	0	0	1
deer	0.481722622666	6.83518458615	20	5.40	186	1	0	0	0	0	0	0	1
shirt	0.483635548739	8.1950576909	18	8.80	191	2	0	0	0	0	0	0	0
toad	0.485391341993	6.14846829592	23	4.65	196	1	0	0	0	0	0	0	1
skirt	0.487135948882	7.66669020008	14	7.75	152	8	0	0	0	0	0	0	0
pants	0.488255663939	6.35088571671	21	8.95	198	6	0	0	0	0	0	0	0
accordion	0.489153358884	0.69314718056	9	2.90	99	1	0	0	0	1	0	0	0
peas	0.491353269779	6.4441312567	12	6.95	156	3	0	0	0	0	0	1	0
coat	0.492079869657	8.39004140576	19	8.35	139	6	0	0	0	0	0	0	0
cello	0.49340090198	5.48893772616	9	2.75	113	1	0	0	0	1	0	0	0
cow	0.493510081371	7.8674885687	22	5.40	230	4	0	0	0	0	0	0	1
potato	0.495999532242	7.83478810739	19	8.15	168	2	0	0	0	0	0	1	0
boots	0.497836572472	8.46189187563	21	8.10	180	9	0	0	0	0	0	0	0
beans	0.502894083739	7.52671756135	15	7.00	128	5	0	0	0	0	0	1	0
pig	0.502995650715	7.82724090175	22	5.15	211	9	0	0	0	0	0	0	1
giraffe	0.50338694624	4.66343909411	14	4.05	185	1	0	0	0	0	0	0	1
dolphin	0.503902560964	7.38647084883	23	3.85	184	2	0	0	0	0	0	0	1
pineapple	0.504170505428	5.79909265446	17	6.40	172	2	0	0	1	0	0	0	0
whale	0.504534201192	7.19967834569	12	3.50	146	3	0	0	0	0	0	0	1
gloves	0.507320276024	7.24779258177	14	8.40	141	3	0	0	0	0	0	0	0
donkey	0.508204024558	6.59441345975	14	4.45	156	2	0	0	0	0	0	0	1
squirrel	0.508797876648	5.98141421125	18	7.85	200	2	0	0	0	0	0	0	1
banjo	0.509431458811	3.89182029811	12	3.15	137	1	0	0	0	1	0	0	0
harmonica	0.509508628783	3.89182029811	6	3.65	80	1	0	0	0	1	0	0	0
pickle	0.510064038884	5.64897423816	18	7.35	182	3	0	0	0	0	0	1	0
cranberry	0.51162061379	4.7957905456	14	4.05	157	2	0	0	1	0	0	0	0
scarf	0.515789436509	6.61873898352	12	7.50	121	5	0	0	0	0	0	0	0
crab	0.515923168366	6.33682573115	16	4.20	159	11	0	0	0	0	0	0	1
lion	0.517963181246	7.67554600254	20	4.05	192	4	0	0	0	0	0	0	1
honeydew	0.518625865208	3.295836866	14	4.25	150	1	0	0	1	0	0	0	0
shawl	0.520699322145	5.78382518233	10	3.30	97	1	0	0	0	0	0	0	0
swimsuit	0.522142929488	4.91998092583	19	7.50	176	1	0	0	0	0	0	0	0
beaver	0.524400383982	5.39362754635	15	4.05	199	8	0	0	0	0	0	0	1
lime	0.524907197611	6.55961523749	13	5.35	135	8	0	0	1	0	0	0	0
moose	0.526567910673	4.58496747867	15	3.35	181	1	0	0	0	0	0	0	1
slippers	0.530064010337	6.21860011969	13	6.75	132	2	0	0	0	0	0	0	0
hyena	0.53245834404	4.29045944115	14	1.75	110	1	0	0	0	0	0	0	1
sweater	0.534276666261	6.65157187359	11	8.45	113	2	0	0	0	0	0	0	0
elephant	0.53624484531	7.31853954857	17	3.50	224	2	0	0	0	0	0	0	1
beets	0.53950611388	4.89034912822	15	5.50	141	2	0	0	0	0	0	1	0
violin	0.540982968194	6.55393340403	11	3.80	150	1	0	0	0	1	0	0	0
platypus	0.543108757312	3.40119738166	8	1.95	78	1	0	0	0	0	0	0	1
bison	0.543261646927	3.95124371858	10	2.75	100	1	0	0	0	0	0	0	1
vest	0.547487874375	5.96357934362	10	7.00	97	7	0	0	0	0	0	0	0
chimp	0.547532007597	5.17048399504	17	3.25	136	1	0	0	0	0	0	0	1
trombone	0.548598959934	4.9558270576	13	3.35	133	1	0	0	0	1	0	0	0
grapefruit	0.550656620274	4.90527477844	22	6.20	240	2	0	0	1	0	0	0	0
raccoon	0.551849414581	2.56494935746	12	5.10	139	2	0	0	0	0	0	0	1
zucchini	0.552523706011	0.0	15	5.10	135	2	0	0	0	0	0	1	0
peach	0.554750560132	6.65415252018	15	7.05	172	5	0	0	1	0	0	0	0
flute	0.556646554882	6.23244801655	13	4.60	132	4	0	0	0	1	0	0	0
blueberry	0.564771909822	2.94443897917	14	6.05	170	2	0	0	1	0	0	0	0
strawberry	0.565615124928	6.49375383985	17	8.45	175	3	0	0	1	0	0	0	0
rhubarb	0.568181420107	4.77912349311	11	3.95	128	2	0	0	0	0	0	1	0
grape	0.572785488908	6.701960366	18	7.10	235	3	0	0	1	0	0	0	0
jacket	0.574760138316	8.18172045513	15	8.60	134	7	0	0	0	0	0	0	0
trumpet	0.582041923763	6.27476202124	13	4.20	128	4	0	0	0	1	0	0	0
raspberry	0.583198052437	5.63478960317	11	6.15	114	3	0	0	1	0	0	0	0
asparagus	0.584466793243	4.75359019111	9	5.85	110	2	0	0	0	0	0	1	0
parsley	0.584504724226	5.94803498918	10	5.00	116	2	0	0	0	0	0	1	0
spinach	0.586014689722	5.29330482472	11	5.00	138	2	0	0	0	0	0	1	0
eggplant	0.586103073963	1.79175946923	9	3.75	103	2	0	0	0	0	0	1	0
coconut	0.586158342233	5.92157841964	21	5.35	227	3	0	0	1	0	0	0	0
mushroom	0.587192963175	6.80350525761	16	7.20	155	7	0	0	0	0	0	1	0
onions	0.590205172173	7.11963563802	16	7.40	164	3	0	0	0	0	0	1	0
trousers	0.59256027195	6.30078579466	19	6.80	178	2	0	0	0	0	0	0	0
tomato	0.597478435472	7.30653139894	13	7.75	180	2	0	0	0	0	0	1	0
celery	0.597673138627	5.27811465923	15	7.55	170	2	0	0	0	0	0	1	0
cucumber	0.599725460088	5.52942908751	16	7.10	186	2	0	0	0	0	0	1	0
cabbage	0.601068135551	6.21460809842	16	5.60	165	4	0	0	0	0	0	1	0
cauliflower	0.601530344948	4.86753445046	14	6.80	144	2	0	0	0	0	0	1	0
lettuce	0.605990884684	6.10479323241	18	7.95	216	3	0	0	0	0	0	1	0
broccoli	0.608711552936	4.89783979995	12	7.55	147	2	0	0	0	0	0	1	0
blouse	0.62400337877	6.4676987261	15	7.25	159	1	0	0	0	0	0	0	0
clarinet	0.62541370768	5.68357976734	13	3.60	134	1	0	0	0	1	0	0	0
saxophone	0.648746732881	4.62497281328	14	4.85	132	1	0	0	0	1	0	0	0
pear	0.671336832403	6.58340922216	13	7.20	153	2	0	0	1	0	0	0	0
avocado	0.701347397393	4.86753445046	10	3.70	92	3	0	0	0	0	0	1	0

a_bird	0.207377902497

a_fish	0.303186280507

a_fruit	0.486790543463

a_mammal	0.420036310254

a_musical_instrument	0.463646185812

a_tool	0.282117418729

a_vegetable	0.536265778145

an_animal	0.356660361034
